FID,MC,CODE11,CODE01,STATE,DISTRICT,SUBDIST,EXT_MIN_X,EXT_MIN_Y,EXT_MAX_X,EXT_MAX_Y
180,9.12855405374E+017,2855405374000000,2823000800000000,Andhra Pradesh,Chittoor,Yerravaripalem,78.984374672,13.6733014778,79.238143069,13.9012913782
181,9.12854504887E+017,2854504887000000,2814000400000000,Andhra Pradesh,East Godavari,Addateegala,81.9188362016,17.2840436268,82.1853309445,17.6555793177
182,9.12854504933E+017,2854504933000000,2814004900000000,Andhra Pradesh,East Godavari,Ainavilli,81.9612302301,16.6168781152,82.093017709,16.7310146603
183,9.12854504925E+017,2854504925000000,2814004100000000,Andhra Pradesh,East Godavari,Alamuru,81.8100981495,16.7582087029,81.9222259553,16.8579921187
184,9.1285450494E+017,2854504940000000,2814005600000000,Andhra Pradesh,East Godavari,Allavaram,81.9513770661,16.3970968331,82.062340308,16.5495975349
185,9.12854504941E+017,2854504941000000,2814005700000000,Andhra Pradesh,East Godavari,Amalapuram,81.9531523361,16.53082782,82.0717106892,16.644152057
186,9.12854504935E+017,2854504935000000,2814005100000000,Andhra Pradesh,East Godavari,Ambajipeta,81.9069958034,16.5381558125,81.9816913088,16.6858663264
187,9.12854504917E+017,2854504917000000,2814003300000000,Andhra Pradesh,East Godavari,Anaparthy,81.9278999346,16.8216335319,81.99359256,16.9713255529
188,9.12854504919E+017,2854504919000000,2814003500000000,Andhra Pradesh,East Godavari,Atreyapuram,81.7283391038,16.7572425238,81.8304284238,16.9698239407
189,9.12854504916E+017,2854504916000000,2814003200000000,Andhra Pradesh,East Godavari,Biccavolu,81.9582717323,16.8842467836,82.0685981621,17.0361711405
190,9.12854504885E+017,2854504885000000,2814000200000000,Andhra Pradesh,East Godavari,Devipatnam,81.5068831169,17.1974235715,81.8225692423,17.5002861132
191,9.12854504904E+017,2854504904000000,2814002000000000,Andhra Pradesh,East Godavari,Gandepalle,81.8922014308,17.0907128132,82.0984382124,17.2588974726
192,9.12854504894E+017,2854504894000000,2814001000000000,Andhra Pradesh,East Godavari,Gangavaram,81.8469400289,17.2685217021,82.0769354779,17.4986421924
193,9.12854504897E+017,2854504897000000,2814001300000000,Andhra Pradesh,East Godavari,Gokavaram,81.765279247,17.1733334462,82.033434616,17.3110755456
194,9.12854504902E+017,2854504902000000,2814001800000000,Andhra Pradesh,East Godavari,Gollaprolu,82.2662160841,17.1374496486,82.3793311637,17.2609543753
195,9.12854504931E+017,2854504931000000,2814004700000000,Andhra Pradesh,East Godavari,I. Polavaram,82.1522187814,16.6049174884,82.3145621165,16.7349182674
196,9.12854504898E+017,2854504898000000,2814001400000000,Andhra Pradesh,East Godavari,Jaggampeta,81.9535447113,17.1214394467,82.1169629235,17.2853230696
197,9.12854504918E+017,2854504918000000,2814003400000000,Andhra Pradesh,East Godavari,Kadiam,81.7872160126,16.8344158525,81.8751291408,16.9261666781
198,9.12854504923E+017,2854504923000000,2814003900000000,Andhra Pradesh,East Godavari,Kajuluru,82.0973550806,16.7267541199,82.2215949526,16.868096286
199,9.12854504913E+017,2854504913000000,2814002900000000,Andhra Pradesh,East Godavari,Kakinada (Rural),82.1797787312,16.9059761563,82.3141214576,17.0671657327
200,9.12854504914E+017,2854504914000000,2814003000000000,Andhra Pradesh,East Godavari,Kakinada (Urban),82.2165860293,16.9243845177,82.2784086181,16.980534119
201,9.12854504928E+017,2854504928000000,2814004400000000,Andhra Pradesh,East Godavari,Kapileswarapuram,81.8866245929,16.6978744145,81.9925395646,16.8490412046
202,9.12854504922E+017,2854504922000000,2814003800000000,Andhra Pradesh,East Godavari,Karapa,82.0833033245,16.8254311217,82.2423801663,16.9527906659
203,9.12854504943E+017,2854504943000000,2814005900000000,Andhra Pradesh,East Godavari,Katrenikona,82.0914333441,16.4934912701,82.316243049,16.6468565478
204,9.12854504899E+017,2854504899000000,2814001500000000,Andhra Pradesh,East Godavari,Kirlampudi,82.0997499405,17.1564252122,82.2135771515,17.2588160377
205,9.12854504905E+017,2854504905000000,2814002100000000,Andhra Pradesh,East Godavari,Korukonda,81.7418392832,17.0485796109,81.9155411788,17.2239734288
206,9.12854504889E+017,2854504889000000,2814000600000000,Andhra Pradesh,East Godavari,Kotananduru,82.3934842145,17.3567096173,82.5685208969,17.5397094793
207,9.12854504912E+017,2854504912000000,2814002800000000,Andhra Pradesh,East Godavari,Kothapalle,82.2564835101,17.0381879635,82.4304027355,17.1781464458
208,9.12854504927E+017,2854504927000000,2814004300000000,Andhra Pradesh,East Godavari,Kothapeta,81.81405713,16.6394051463,81.9658827633,16.7614288238
209,9.12854504938E+017,2854504938000000,2814005400000000,Andhra Pradesh,East Godavari,Malikipuram,81.7693637148,16.3579795175,81.9419402145,16.4740456454
210,9.12854504936E+017,2854504936000000,2814005200000000,Andhra Pradesh,East Godavari,Mamidikuduru,81.8654715049,16.3937710955,81.9641044504,16.5757971569
211,9.1285450492E+017,2854504920000000,2814003600000000,Andhra Pradesh,East Godavari,Mandapeta,81.8570473825,16.8211290163,81.9501123198,16.9680931434
212,9.12854504884E+017,2854504884000000,2814000100000000,Andhra Pradesh,East Godavari,Maredumilli,81.5067308832,17.4364759621,81.8676238748,17.8410430316
213,9.12854504932E+017,2854504932000000,2814004800000000,Andhra Pradesh,East Godavari,Mummidivaram,82.0459697753,16.5893743719,82.1698788712,16.6975957304
214,9.12854504934E+017,2854504934000000,2814005000000000,Andhra Pradesh,East Godavari,P.Gannavaram,81.8383231179,16.5134507109,81.9389204663,16.6921132776
215,9.12854504929E+017,2854504929000000,2814004500000000,Andhra Pradesh,East Godavari,Pamarru,81.9709719818,16.6860358726,82.1638766633,16.8054518549
216,9.12854504915E+017,2854504915000000,2814003100000000,Andhra Pradesh,East Godavari,Pedapudi,82.0480587025,16.8812692477,82.2109162131,16.9965623621
217,9.12854504903E+017,2854504903000000,2814001900000000,Andhra Pradesh,East Godavari,Peddapuram,82.0366199892,17.0282558666,82.1909559355,17.1870962977
218,9.12854504911E+017,2854504911000000,2814002700000000,Andhra Pradesh,East Godavari,Pithapuram,82.1751509357,17.0772611186,82.2930339247,17.2243022011
219,9.128545049E+017,2854504900000000,2814001600000000,Andhra Pradesh,East Godavari,Prathipadu,82.1473676374,17.1717583552,82.3341077592,17.4137678814
220,9.12854504906E+017,2854504906000000,2814002200000000,Andhra Pradesh,East Godavari,Rajahmundry (Urban),81.7320239666,16.966321048,81.7996618049,17.021782439
221,9.12854504907E+017,2854504907000000,2814002300000000,Andhra Pradesh,East Godavari,Rajahmundry Rural,81.7336521983,16.8914218983,81.8344025902,17.0743432112
222,9.12854504908E+017,2854504908000000,2814002400000000,Andhra Pradesh,East Godavari,Rajanagaram,81.7937192255,16.910242829,81.9773732001,17.1546174616
223,9.12854504888E+017,2854504888000000,2814000500000000,Andhra Pradesh,East Godavari,Rajavommangi,82.0741572735,17.3522008999,82.3458902943,17.639429757
224,9.12854504924E+017,2854504924000000,2814004000000000,Andhra Pradesh,East Godavari,Ramachandrapuram,81.9984183306,16.7634810163,82.1088484665,16.8991695211
225,9.12854504895E+017,2854504895000000,2814001100000000,Andhra Pradesh,East Godavari,Rampachodavaram,81.5920920094,17.2809457084,81.9075500149,17.5140277288
226,9.12854504909E+017,2854504909000000,2814002500000000,Andhra Pradesh,East Godavari,Rangampeta,81.9094895356,16.9890910138,82.0905422089,17.1339937247
227,9.12854504926E+017,2854504926000000,2814004200000000,Andhra Pradesh,East Godavari,Ravulapalem,81.7885328179,16.6833978303,81.8762754404,16.8063440425
228,9.12854504921E+017,2854504921000000,2814003700000000,Andhra Pradesh,East Godavari,Rayavaram,81.9595532039,16.7683667308,82.041125634,16.9191630778
229,9.12854504937E+017,2854504937000000,2814005300000000,Andhra Pradesh,East Godavari,Razole,81.7886263615,16.4140942155,81.9393145158,16.5239604045
230,9.12854504891E+017,2854504891000000, ,Andhra Pradesh,East Godavari,Rowthulapudi,82.2735239783,17.3217587469,82.4685848076,17.5203999403
231,9.12854504939E+017,2854504939000000,2814005500000000,Andhra Pradesh,East Godavari,Sakhinetipalle,81.7063472257,16.3083285788,81.8316763167,16.4636999503
232,9.1285450491E+017,2854504910000000,2814002600000000,Andhra Pradesh,East Godavari,Samalkota,82.0584321176,16.9636785044,82.2582391082,17.0985647966
233,9.12854504892E+017,2854504892000000,2814000800000000,Andhra Pradesh,East Godavari,Sankhavaram,82.2356721779,17.2197212728,82.4164500197,17.4486391556
234,9.12854504896E+017,2854504896000000,2814001200000000,Andhra Pradesh,East Godavari,Seethanagaram,81.6481127723,17.0533752078,81.7745023285,17.2561357687
235,9.1285450493E+017,2854504930000000,2814004600000000,Andhra Pradesh,East Godavari,Thallarevu,82.1446519,16.7142172627,82.3756304441,16.9843621798
236,9.12854504901E+017,2854504901000000,2814001700000000,Andhra Pradesh,East Godavari,Thondangi,82.3518165413,17.1504873746,82.5482870361,17.2976690631
237,9.1285450489E+017,2854504890000000,2814000700000000,Andhra Pradesh,East Godavari,Tuni,82.4122583741,17.2556823026,82.6025079074,17.4979449497
238,9.12854504942E+017,2854504942000000,2814005800000000,Andhra Pradesh,East Godavari,Uppalaguptam,82.0523766392,16.4479936692,82.1489876403,16.604341547
239,9.12854504886E+017,2854504886000000,2814000300000000,Andhra Pradesh,East Godavari,Y. Ramavaram,81.7669832854,17.4910844166,82.0333927949,18.0155123431
240,9.12854504893E+017,2854504893000000,2814000900000000,Andhra Pradesh,East Godavari,Yeleswaram,82.0470104826,17.2100668628,82.1777763409,17.398437285
241,9.12854805052E+017,2854805052000000,2817001300000000,Andhra Pradesh,Guntur,Amaravathi,80.2096904686,16.4668459394,80.4370136197,16.6267352586
242,9.12854805086E+017,2854805086000000,2817004700000000,Andhra Pradesh,Guntur,Amruthalur,80.5827081635,16.0572912838,80.7116953832,16.2100505705
243,9.1285480505E+017,2854805050000000,2817001100000000,Andhra Pradesh,Guntur,Atchampet,80.0371370655,16.5578255469,80.2413290249,16.8350614787
244,9.12854805093E+017,2854805093000000,2817005400000000,Andhra Pradesh,Guntur,Bapatla,80.3790988118,15.8071989077,80.5669037445,16.0241310693
245,9.12854805049E+017,2854805049000000,2817001000000000,Andhra Pradesh,Guntur,Bellamkonda,79.9267018273,16.4793964159,80.1377216244,16.82302155
246,9.12854805089E+017,2854805089000000,2817005000000000,Andhra Pradesh,Guntur,Bhattiprolu,80.7248220936,16.0493939917,80.8909512574,16.1443882413
247,9.12854805061E+017,2854805061000000,2817002200000000,Andhra Pradesh,Guntur,Bollapalle,79.5549294879,16.0817106529,79.8400843521,16.3989807205
248,9.12854805079E+017,2854805079000000,2817004000000000,Andhra Pradesh,Guntur,Chebrolu,80.442109101,16.1670122874,80.6032831844,16.3045026867
249,9.1285480509E+017,2854805090000000,2817005100000000,Andhra Pradesh,Guntur,Cherukupalle H/O Arumbaka,80.6101263034,16.0106158622,80.732991992,16.1200802338
250,9.1285480507E+017,2854805070000000,2817003100000000,Andhra Pradesh,Guntur,Chilakaluripet H/O.Purushotha Patnam,80.0439205316,16.0105418183,80.2404179535,16.1743431737
251,9.12854805045E+017,2854805045000000,2817000600000000,Andhra Pradesh,Guntur,Dachepalle,79.6543106323,16.5119674993,79.8755835011,16.7384433903
252,9.12854805076E+017,2854805076000000,2817003700000000,Andhra Pradesh,Guntur,Duggirala,80.5491384484,16.2911183897,80.7412412711,16.4277537839
253,9.12854805042E+017,2854805042000000,2817000300000000,Andhra Pradesh,Guntur,Durgi,79.4205294391,16.2964288354,79.6540020125,16.4890147808
254,9.12854805071E+017,2854805071000000,2817003200000000,Andhra Pradesh,Guntur,Edlapadu,80.1790917032,16.0851367589,80.3550780634,16.3403540833
255,9.12854805074E+017,2854805074000000,2817003500000000,Andhra Pradesh,Guntur,Guntur,80.3141539951,16.2326977003,80.4979022682,16.3945391765
256,9.12854805044E+017,2854805044000000,2817000500000000,Andhra Pradesh,Guntur,Gurazala,79.5481038519,16.4630206666,79.7482921643,16.6843726453
257,9.12854805065E+017,2854805065000000,2817002600000000,Andhra Pradesh,Guntur,Ipur,79.7162984753,16.0959476479,79.8918809236,16.3253284333
258,9.12854805083E+017,2854805083000000,2817004400000000,Andhra Pradesh,Guntur,Kakumanu,80.3201248747,15.9937673463,80.4881758365,16.1700045881
259,9.12854805046E+017,2854805046000000,2817000700000000,Andhra Pradesh,Guntur,Karempudi,79.6207003086,16.3791369892,79.8075925047,16.5718151957
260,9.12854805092E+017,2854805092000000,2817005300000000,Andhra Pradesh,Guntur,Karlapalem,80.5098512609,15.8970094871,80.6046711771,16.0185762717
261,9.12854805077E+017,2854805077000000,2817003800000000,Andhra Pradesh,Guntur,Kollipara,80.6675738099,16.2418708187,80.8221832222,16.3793386109
262,9.12854805088E+017,2854805088000000,2817004900000000,Andhra Pradesh,Guntur,Kollur,80.7369157461,16.1139631497,80.8705443053,16.2681857121
263,9.12854805051E+017,2854805051000000,2817001200000000,Andhra Pradesh,Guntur,Krosuru,80.0222110869,16.4824683192,80.2301785995,16.6060640157
264,9.12854805048E+017,2854805048000000,2817000900000000,Andhra Pradesh,Guntur,Machavaram,79.8051279735,16.5270877685,79.9812928524,16.7130865032
265,9.1285480504E+017,2854805040000000,2817000100000000,Andhra Pradesh,Guntur,Macherla,79.2329049067,16.4285671936,79.5396936323,16.5949238977
266,9.12854805055E+017,2854805055000000,2817001600000000,Andhra Pradesh,Guntur,Mangalagiri,80.4840003266,16.3774328308,80.7035245117,16.5075997676
267,9.12854805073E+017,2854805073000000,2817003400000000,Andhra Pradesh,Guntur,Medikonduru,80.2173452465,16.3115454123,80.3552237825,16.4487113157
268,9.12854805068E+017,2854805068000000,2817002900000000,Andhra Pradesh,Guntur,Muppalla,80.0383815159,16.2914967677,80.1637999345,16.432102205
269,9.12854805069E+017,2854805069000000,2817003000000000,Andhra Pradesh,Guntur,Nadendla,80.1011060892,16.0980239231,80.2227143204,16.2845956284
270,9.12854805095E+017,2854805095000000,2817005600000000,Andhra Pradesh,Guntur,Nagaram,80.6034434962,15.9373186173,80.8387532001,16.0850427581
271,9.12854805067E+017,2854805067000000,2817002800000000,Andhra Pradesh,Guntur,Narasaraopet,79.9530241264,16.1140492032,80.1348925236,16.3453479849
272,9.1285480506E+017,2854805060000000,2817002100000000,Andhra Pradesh,Guntur,Nekarikallu,79.8063874663,16.2787428469,80.050077734,16.4480429292
273,9.12854805094E+017,2854805094000000,2817005500000000,Andhra Pradesh,Guntur,Nizampatnam,80.5371132894,15.8630638556,80.8324820148,16.0163495758
274,9.12854805063E+017,2854805063000000,2817002400000000,Andhra Pradesh,Guntur,Nuzendla,79.5614592866,15.8264012085,79.8960947284,16.040236026
275,9.12854805075E+017,2854805075000000,2817003600000000,Andhra Pradesh,Guntur,Pedakakani,80.4501539353,16.2818979407,80.6055448052,16.3991862044
276,9.12854805057E+017,2854805057000000,2817001800000000,Andhra Pradesh,Guntur,Pedakurapadu,80.1870219735,16.4318226839,80.3539700024,16.5710383457
277,9.12854805082E+017,2854805082000000,2817004300000000,Andhra Pradesh,Guntur,Pedanandipadu,80.2271904175,16.0326431175,80.4234710083,16.171224528
278,9.12854805072E+017,2854805072000000,2817003300000000,Andhra Pradesh,Guntur,Phirangipuram,80.1267699973,16.257121975,80.3133913323,16.377893253
279,9.12854805047E+017,2854805047000000,2817000800000000,Andhra Pradesh,Guntur,Piduguralla,79.7730322965,16.3722944688,80.0112971303,16.5851332241
280,9.12854805091E+017,2854805091000000,2817005200000000,Andhra Pradesh,Guntur,Pittalavanipalem,80.5542570337,15.9316871488,80.6354081405,16.0618257056
281,9.12854805084E+017,2854805084000000,2817004500000000,Andhra Pradesh,Guntur,Ponnur,80.442824709,16.0078138931,80.5960723314,16.1778866811
282,9.12854805081E+017,2854805081000000,2817004200000000,Andhra Pradesh,Guntur,Prathipadu,80.2687206887,16.1195574917,80.4145960666,16.2585206267
283,9.12854805059E+017,2854805059000000,2817002000000000,Andhra Pradesh,Guntur,Rajupalem,79.8800016081,16.3795228553,80.0787545998,16.4980907088
284,9.12854805043E+017,2854805043000000,2817000400000000,Andhra Pradesh,Guntur,Rentachintala,79.4265664057,16.4725897795,79.6039679519,16.6451872758
285,9.12854805096E+017,2854805096000000,2817005700000000,Andhra Pradesh,Guntur,Repalle,80.766336006,15.7435665744,80.9064700885,16.0951816676
286,9.12854805066E+017,2854805066000000,2817002700000000,Andhra Pradesh,Guntur,Rompicherla,79.8202621406,16.1542576503,80.0022203073,16.3606192351
287,9.12854805058E+017,2854805058000000,2817001900000000,Andhra Pradesh,Guntur,Sattenapalle,80.0664001103,16.3300009063,80.2785906732,16.5345997101
288,9.12854805064E+017,2854805064000000,2817002500000000,Andhra Pradesh,Guntur,Savalyapuram H/O Kanamarlapudi,79.7896899147,16.0366155459,79.9221856879,16.1954492061
289,9.12854805054E+017,2854805054000000,2817001500000000,Andhra Pradesh,Guntur,Tadepalle,80.5506066402,16.4258862117,80.6936946482,16.5411034454
290,9.12854805056E+017,2854805056000000,2817001700000000,Andhra Pradesh,Guntur,Tadikonda,80.3160342501,16.356034576,80.5215942841,16.4874248107
291,9.12854805078E+017,2854805078000000,2817003900000000,Andhra Pradesh,Guntur,Tenali,80.5406315825,16.1969013598,80.7036698059,16.3344461094
292,9.12854805053E+017,2854805053000000,2817001400000000,Andhra Pradesh,Guntur,Thullur,80.4117142527,16.4552274704,80.5747463939,16.6051191462
293,9.12854805085E+017,2854805085000000,2817004600000000,Andhra Pradesh,Guntur,Tsundur,80.5300985124,16.1175168935,80.6527673807,16.2498302635
294,9.1285480508E+017,2854805080000000,2817004100000000,Andhra Pradesh,Guntur,Vatticherukuru,80.3640949625,16.1527167773,80.4965770328,16.2741110467
295,9.12854805041E+017,2854805041000000,2817000200000000,Andhra Pradesh,Guntur,Veldurthi,79.200903783,16.1849669893,79.4661659995,16.5012863512
296,9.12854805087E+017,2854805087000000,2817004800000000,Andhra Pradesh,Guntur,Vemuru,80.6668602613,16.117705992,80.7646341902,16.2563700767
297,9.12854805062E+017,2854805062000000,2817002300000000,Andhra Pradesh,Guntur,Vinukonda,79.5652712194,15.9375519968,79.9253496141,16.1306090334
298,9.12853604502E+017,2853604502000000, ,Andhra Pradesh,Hyderabad,Amberpet,78.4972472868,17.3636177716,78.5569870343,17.4286501091
299,9.12853604497E+017,2853604497000000, ,Andhra Pradesh,Hyderabad,Ameerpet,78.4351435385,17.4366849108,78.4759075644,17.4693853607
300,9.12853604506E+017,2853604506000000, ,Andhra Pradesh,Hyderabad,Asifnagar,78.4288236089,17.3732024164,78.4824800685,17.4148952862
301,9.12853604508E+017,2853604508000000, ,Andhra Pradesh,Hyderabad,Bahadurpura,78.4430347674,17.3345755392,78.5062284123,17.3988294609
302,9.12853604509E+017,2853604509000000, ,Andhra Pradesh,Hyderabad,Bandlaguda,78.4617282525,17.3116667242,78.5325844581,17.3602408902
303,9.1285360451E+017,2853604510000000, ,Andhra Pradesh,Hyderabad,Charminar,78.4990370738,17.3331784352,78.5308953582,17.3709819545
304,9.12853604507E+017,2853604507000000, ,Andhra Pradesh,Hyderabad,Golconda,78.3653890149,17.3693140496,78.4525352969,17.3954771814
305,9.12853604503E+017,2853604503000000, ,Andhra Pradesh,Hyderabad,Himayathnagar,78.4819647153,17.3988294609,78.5254938842,17.4355525093
306,9.12853604505E+017,2853604505000000, ,Andhra Pradesh,Hyderabad,Khairatabad,78.4062296286,17.4113758679,78.4946245163,17.4693819733
307,9.128536045E+017,2853604500000000, ,Andhra Pradesh,Hyderabad,Maredpalle,78.5159725761,17.4490382285,78.5762774,17.4951448664
